row_id,lang,text,true_intent,pred_intent,intent_correct,confidence_intent,true_target,pred_target,target_correct,confidence_target,true_spatial,pred_spatial,spatial_correct,confidence_spatial,fully_correct,failure_type
93,en,[EN] access final hyperlink left of the last item,open,open,True,1.0,link,link,True,1.0,left_of,left_of,True,1.0,True,correct
93,ko,[KO] 마지막 항목 좌측에 마지막 링크 열기,open,open,True,1.0,link,link,True,1.0,left_of,left_of,True,1.0,True,correct
102,en,[EN] click on icon above the search,click,click,True,1.0,icon,icon,True,1.0,above,above,True,1.0,True,correct
102,ko,[KO] 검색 위에 아이콘 클릭,click,click,True,1.0,icon,icon,True,1.0,above,above,True,1.0,True,correct
106,en,[EN] long-press 3rd orange btn under the cart,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
106,ko,[KO] 장바구니 하단에 3번째 주황색 버튼 길게 누르기,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
108,en,[EN] paste the 3rd black text,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
108,ko,[KO] 3번째 검정색 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
129,en,[EN] select icon next to the cart,click,click,True,1.0,icon,icon,True,1.0,next_to,next_to,True,1.0,True,correct
129,ko,[KO] 장바구니 옆에 아이콘 선택,click,click,True,1.0,icon,icon,True,1.0,next_to,next_to,True,1.0,True,correct
133,en,[EN] paste text element underneath the first email,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
133,ko,[KO] first email 하단에  text,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
144,en,[EN] open menu below the last item,open,open,True,1.0,menu,menu,True,1.0,below,below,True,1.0,True,correct
144,ko,[KO] 마지막 항목 아래에 메뉴 열기,open,open,True,1.0,menu,menu,True,1.0,below,below,True,1.0,True,correct
148,en,[EN] press and hold the last pink icon,long-press,long-press,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
148,ko,[KO] 마지막 분홍색 아이콘 길게 누르기,long-press,long-press,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
162,en,[EN] click link below the home,click,click,True,1.0,link,link,True,1.0,below,below,True,1.0,True,correct
162,ko,[KO] 홈 아래에 링크 클릭,click,click,True,1.0,link,link,True,1.0,below,below,True,1.0,True,correct
182,en,[EN] copy text to the left of the wi-fi,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
182,ko,[KO] Wi-Fi 왼쪽에 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
203,en,[EN] click on switch next to the help,click,click,True,1.0,switch,switch,True,1.0,next_to,next_to,True,1.0,True,correct
203,ko,[KO] 도움말 옆에 스위치 클릭,click,click,True,1.0,switch,switch,True,1.0,next_to,next_to,True,1.0,True,correct
217,en,[EN] paste text to the left of the login,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
217,ko,[KO] 로그인 왼쪽에 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
236,en,[EN] tap on tab above the wi-fi,tap,tap,True,1.0,tab,tab,True,1.0,above,above,True,1.0,True,correct
236,ko,[KO] Wi-Fi 위에 탭 탭,tap,tap,True,1.0,tab,tab,True,1.0,above,above,True,1.0,True,correct
243,en,[EN] copy text next to the first email,copy,copy,True,1.0,text,text,True,1.0,next_to,next_to,True,1.0,True,correct
243,ko,[KO] 첫 번째 이메일 옆에 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,next_to,next_to,True,1.0,True,correct
247,en,[EN] click button below the search,click,click,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
247,ko,[KO] 검색 아래에 버튼 클릭,click,click,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
250,en,[EN] copy the last text above the settings,copy,copy,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
250,ko,[KO] 설정 위에 마지막 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
267,en,[EN] click switch to the right of the first email,click,click,True,1.0,switch,switch,True,1.0,right_of,right_of,True,1.0,True,correct
267,ko,[KO] 첫 번째 이메일 오른쪽에 스위치 클릭,click,click,True,1.0,switch,switch,True,1.0,right_of,right_of,True,1.0,True,correct
269,en,[EN] scroll down to third menu above the first email,scroll,scroll,True,1.0,menu,menu,True,1.0,above,above,True,1.0,True,correct
269,ko,[KO] first email 상단에  menu,scroll,scroll,True,1.0,menu,menu,True,1.0,above,above,True,1.0,True,correct
274,en,[EN] delete purple btn under the menu,delete,delete,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
274,ko,[KO] 메뉴 하단에 보라색 버튼 삭제,delete,delete,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
281,en,[EN] copy text to the left of the first email,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
281,ko,[KO] 첫 번째 이메일 왼쪽에 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
285,en,[EN] launch tab,open,open,True,1.0,tab,tab,True,1.0,none,none,True,1.0,True,correct
285,ko,[KO] 탭 실행,open,open,True,1.0,tab,tab,True,1.0,none,none,True,1.0,True,correct
294,en,[EN] scroll down to the 2nd tab,scroll,scroll,True,1.0,tab,tab,True,1.0,none,none,True,1.0,True,correct
294,ko,[KO] 아래로 스크롤하여 2번째 탭 이동,scroll,scroll,True,1.0,tab,tab,True,1.0,none,none,True,1.0,True,correct
297,en,[EN] paste the 2nd pink text below the checkout,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
297,ko,[KO] 결제 아래에 2번째 분홍색 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
312,en,[EN] press and hold black icon,long-press,long-press,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
312,ko,[KO] 검정색 아이콘 길게 누르기,long-press,long-press,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
317,en,[EN] launch blue button to the left of the help,open,open,True,1.0,button,button,True,1.0,left_of,left_of,True,1.0,True,correct
317,ko,[KO] 도움말 왼쪽에 파란색 버튼 실행,open,open,True,1.0,button,button,True,1.0,left_of,left_of,True,1.0,True,correct
327,en,[EN] paste text,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
327,ko,[KO] 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
334,en,[EN] open gray tab below the checkout,open,open,True,1.0,tab,tab,True,1.0,below,below,True,1.0,True,correct
334,ko,[KO] 결제 아래에 회색 탭 열기,open,open,True,1.0,tab,tab,True,1.0,below,below,True,1.0,True,correct
337,en,[EN] trash the last image above the payment,delete,delete,True,1.0,image,image,True,1.0,above,above,True,1.0,True,correct
337,ko,[KO] 결제 위에 마지막 이미지 삭제,delete,delete,True,1.0,image,image,True,1.0,above,above,True,1.0,True,correct
345,en,[EN] paste blue text,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
345,ko,[KO] 파란색 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
352,en,[EN] delete button to the left of the wi-fi,delete,delete,True,1.0,button,button,True,1.0,left_of,left_of,True,1.0,True,correct
352,ko,[KO] Wi-Fi 왼쪽에 버튼 삭제,delete,delete,True,1.0,button,button,True,1.0,left_of,left_of,True,1.0,True,correct
353,en,[EN] click on switch below the settings,click,click,True,1.0,switch,switch,True,1.0,below,below,True,1.0,True,correct
353,ko,[KO] 설정 아래에 스위치 클릭,click,click,True,1.0,switch,switch,True,1.0,below,below,True,1.0,True,correct
354,en,[EN] tap on switch to the left of the first email,tap,tap,True,1.0,switch,switch,True,1.0,left_of,left_of,True,1.0,True,correct
354,ko,[KO] 첫 번째 이메일 왼쪽에 스위치 탭,tap,tap,True,1.0,switch,switch,True,1.0,left_of,left_of,True,1.0,True,correct
363,en,[EN] tap button,tap,tap,True,1.0,button,button,True,1.0,none,none,True,1.0,True,correct
363,ko,[KO] 버튼 탭,tap,tap,True,1.0,button,button,True,1.0,none,none,True,1.0,True,correct
368,en,[EN] copy the 2nd text next to the search,copy,copy,True,1.0,text,text,True,1.0,next_to,next_to,True,1.0,True,correct
368,ko,[KO] 검색 옆에 2번째 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,next_to,next_to,True,1.0,True,correct
378,en,[EN] launch the 3rd yellow link,open,open,True,1.0,link,link,True,1.0,none,none,True,1.0,True,correct
378,ko,[KO] 3번째 노란색 링크 실행,open,open,True,1.0,link,link,True,1.0,none,none,True,1.0,True,correct
401,en,[EN] paste text,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
401,ko,[KO] 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
404,en,[EN] trash gray button below the notifications,delete,delete,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
404,ko,[KO] 알림 아래에 회색 버튼 삭제,delete,delete,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
410,en,[EN] select the 3rd icon above the home,click,click,True,1.0,icon,icon,True,1.0,above,above,True,1.0,True,correct
410,ko,[KO] 홈 위에 3번째 아이콘 선택,click,click,True,1.0,icon,icon,True,1.0,above,above,True,1.0,True,correct
412,en,[EN] press and hold the 2nd red button below the address,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
412,ko,[KO] 주소 아래에 2번째 빨간색 버튼 길게 누르기,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
414,en,[EN] open pink button above the cart,open,open,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
414,ko,[KO] 장바구니 위에 분홍색 버튼 열기,open,open,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
421,en,[EN] duplicate label under the notifications,copy,copy,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
421,ko,[KO] 알림 하단에 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
422,en,[EN] copy the last white text next to the notifications,copy,copy,True,1.0,text,text,True,1.0,next_to,next_to,True,1.0,True,correct
422,ko,[KO] 알림 옆에 마지막 흰색 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,next_to,next_to,True,1.0,True,correct
436,en,[EN] navigate to label on top of the home,scroll,scroll,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
436,ko,[KO] 홈 상단에 스크롤하여 텍스트 이동,scroll,scroll,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
442,en,[EN] paste text below the search,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
442,ko,[KO] 검색 아래에 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
448,en,[EN] touch hyperlink under the login,tap,tap,True,1.0,link,link,True,1.0,below,below,True,1.0,True,correct
448,ko,[KO] 로그인 하단에 링크 탭,tap,tap,True,1.0,link,link,True,1.0,below,below,True,1.0,True,correct
460,en,[EN] press and hold red icon,long-press,long-press,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
460,ko,[KO] 빨간색 아이콘 길게 누르기,long-press,long-press,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
463,en,[EN] paste purple text below the wi-fi,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
463,ko,[KO] Wi-Fi 아래에 보라색 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
472,en,[EN] press and hold the 2nd button below the settings,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
472,ko,[KO] 설정 아래에 2번째 버튼 길게 누르기,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
476,en,[EN] tap link to the left of the checkout,tap,tap,True,1.0,link,link,True,1.0,left_of,left_of,True,1.0,True,correct
476,ko,[KO] 결제 왼쪽에 링크 탭,tap,tap,True,1.0,link,link,True,1.0,left_of,left_of,True,1.0,True,correct
488,en,[EN] remove the 1st image below the payment,delete,delete,True,1.0,image,image,True,1.0,below,below,True,1.0,True,correct
488,ko,[KO] 결제 아래에 1번째 이미지 삭제,delete,delete,True,1.0,image,image,True,1.0,below,below,True,1.0,True,correct
489,en,[EN] tap on pink icon,tap,tap,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
489,ko,[KO] 분홍색 아이콘 탭,tap,tap,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
496,en,[EN] tap link,tap,tap,True,1.0,link,link,True,1.0,none,none,True,1.0,True,correct
496,ko,[KO] 링크 탭,tap,tap,True,1.0,link,link,True,1.0,none,none,True,1.0,True,correct
507,en,[EN] copy text above the last item,copy,copy,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
507,ko,[KO] 마지막 항목 위에 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
508,en,[EN] paste text,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
508,ko,[KO] 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
510,en,[EN] insert 1st label under the wi-fi,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
510,ko,[KO] Wi-Fi 하단에 1번째 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
516,en,[EN] press and hold yellow icon,long-press,long-press,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
516,ko,[KO] 노란색 아이콘 길게 누르기,long-press,long-press,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
545,en,[EN] tap tab next to the menu,tap,tap,True,1.0,tab,tab,True,1.0,next_to,next_to,True,1.0,True,correct
545,ko,[KO] 메뉴 옆에 탭 탭,tap,tap,True,1.0,tab,tab,True,1.0,next_to,next_to,True,1.0,True,correct
548,en,[EN] tap black switch,tap,tap,True,1.0,switch,switch,True,1.0,none,none,True,1.0,True,correct
548,ko,[KO] 검정색 스위치 탭,tap,tap,True,1.0,switch,switch,True,1.0,none,none,True,1.0,True,correct
549,en,[EN] press and hold text to the right of the last item,long-press,long-press,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
549,ko,[KO] 마지막 항목 오른쪽에 텍스트 길게 누르기,long-press,long-press,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
557,en,[EN] launch the 2nd black tab to the left of the cart,open,open,True,1.0,tab,tab,True,1.0,left_of,left_of,True,1.0,True,correct
557,ko,[KO] 장바구니 왼쪽에 2번째 검정색 탭 실행,open,open,True,1.0,tab,tab,True,1.0,left_of,left_of,True,1.0,True,correct
566,en,[EN] tap green link above the checkout,tap,tap,True,1.0,link,link,True,1.0,above,above,True,1.0,True,correct
566,ko,[KO] 결제 위에 녹색 링크 탭,tap,tap,True,1.0,link,link,True,1.0,above,above,True,1.0,True,correct
567,en,[EN] tap on the 2nd icon to the left of the menu,tap,tap,True,1.0,icon,icon,True,1.0,left_of,left_of,True,1.0,True,correct
567,ko,[KO] 메뉴 왼쪽에 2번째 아이콘 탭,tap,tap,True,1.0,icon,icon,True,1.0,left_of,left_of,True,1.0,True,correct
570,en,[EN] copy the 3rd purple text to the right of the login,copy,copy,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
570,ko,[KO] 로그인 오른쪽에 3번째 보라색 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
579,en,[EN] delete pink text to the right of the address,delete,delete,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
579,ko,[KO] 주소 오른쪽에 분홍색 텍스트 삭제,delete,delete,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
582,en,[EN] launch link,open,open,True,1.0,link,link,True,1.0,none,none,True,1.0,True,correct
582,ko,[KO] 링크 실행,open,open,True,1.0,link,link,True,1.0,none,none,True,1.0,True,correct
584,en,[EN] tap the 3rd yellow tab to the left of the profile,tap,tap,True,1.0,tab,tab,True,1.0,left_of,left_of,True,1.0,True,correct
584,ko,[KO] 프로필 왼쪽에 3번째 노란색 탭 탭,tap,tap,True,1.0,tab,tab,True,1.0,left_of,left_of,True,1.0,True,correct
591,en,[EN] open button,open,open,True,1.0,button,button,True,1.0,none,none,True,1.0,True,correct
591,ko,[KO] 버튼 열기,open,open,True,1.0,button,button,True,1.0,none,none,True,1.0,True,correct
592,en,[EN] select blue icon next to the checkout,click,click,True,1.0,icon,icon,True,1.0,next_to,next_to,True,1.0,True,correct
592,ko,[KO] 결제 옆에 파란색 아이콘 선택,click,click,True,1.0,icon,icon,True,1.0,next_to,next_to,True,1.0,True,correct
595,en,[EN] duplicate green label under the payment,copy,copy,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
595,ko,[KO] payment 아래쪽에 green text,copy,copy,True,1.0,text,text,True,1.0,below,below,True,1.0,True,correct
609,en,[EN] open the 2nd button above the first email,open,open,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
609,ko,[KO] 첫 번째 이메일 위에 2번째 버튼 열기,open,open,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
615,en,[EN] paste text,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
615,ko,[KO] 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
639,en,[EN] copy the 1st text,copy,copy,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
639,ko,[KO] 1번째 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
640,en,[EN] launch orange icon next to the cart,open,open,True,1.0,icon,icon,True,1.0,next_to,next_to,True,1.0,True,correct
640,ko,[KO] 장바구니 옆에 주황색 아이콘 실행,open,open,True,1.0,icon,icon,True,1.0,next_to,next_to,True,1.0,True,correct
641,en,[EN] copy text to the right of the notifications,copy,copy,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
641,ko,[KO] 알림 오른쪽에 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
642,en,[EN] scroll down to the 1st text next to the menu,scroll,scroll,True,1.0,text,text,True,1.0,next_to,next_to,True,1.0,True,correct
642,ko,[KO] 메뉴 옆에 아래로 스크롤하여 1번째 텍스트 이동,scroll,scroll,True,1.0,text,text,True,1.0,next_to,next_to,True,1.0,True,correct
643,en,[EN] press and hold button below the settings,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
643,ko,[KO] 설정 아래에 버튼 길게 누르기,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
665,en,[EN] long-press button above the notifications,long-press,long-press,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
665,ko,[KO] 알림 위에 버튼 long-press,long-press,long-press,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
668,en,[EN] launch the last gray link next to the first email,open,open,True,1.0,link,link,True,1.0,next_to,next_to,True,1.0,True,correct
668,ko,[KO] 첫 번째 이메일 옆에 마지막 회색 링크 실행,open,open,True,1.0,link,link,True,1.0,next_to,next_to,True,1.0,True,correct
669,en,[EN] launch icon,open,open,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
669,ko,[KO] 아이콘 실행,open,open,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
690,en,[EN] paste text,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
690,ko,[KO] 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
699,en,[EN] long-press red image to the left of the last item,long-press,long-press,True,1.0,image,image,True,1.0,left_of,left_of,True,1.0,True,correct
699,ko,[KO] 마지막 항목 왼쪽에 빨간색 이미지 long-press,long-press,long-press,True,1.0,image,image,True,1.0,left_of,left_of,True,1.0,True,correct
719,en,[EN] launch the 3rd green icon,open,open,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
719,ko,[KO] 3번째 녹색 아이콘 실행,open,open,True,1.0,icon,icon,True,1.0,none,none,True,1.0,True,correct
728,en,[EN] touch yellow hyperlink under the address,tap,tap,True,1.0,link,link,True,1.0,below,below,True,1.0,True,correct
728,ko,[KO] 주소 하단에 노란색 링크 탭,tap,tap,True,1.0,link,link,True,1.0,below,below,True,1.0,True,correct
737,en,[EN] scroll to red text above the help,scroll,scroll,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
737,ko,[KO] 도움말 위에 스크롤하여 빨간색 텍스트 이동,scroll,scroll,True,1.0,text,text,True,1.0,above,above,True,1.0,True,correct
738,en,[EN] copy green text to the right of the notifications,copy,copy,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
738,ko,[KO] 알림 오른쪽에 녹색 텍스트 복사,copy,copy,True,1.0,text,text,True,1.0,right_of,right_of,True,1.0,True,correct
739,en,[EN] touch 1st gray check box left of the menu,tap,tap,True,1.0,checkbox,checkbox,True,1.0,left_of,left_of,True,1.0,True,correct
739,ko,[KO] 메뉴 좌측에 1번째 회색 체크박스 탭,tap,tap,True,1.0,checkbox,checkbox,True,1.0,left_of,left_of,True,1.0,True,correct
752,en,[EN] long-press symbol left of the payment,long-press,long-press,True,1.0,icon,icon,True,1.0,left_of,left_of,True,1.0,True,correct
752,ko,[KO] payment 왼편에  icon,long-press,open,False,1.0,icon,icon,True,1.0,left_of,left_of,True,1.0,False,intent_error
764,en,[EN] press pink button to the left of the first email,click,click,True,1.0,button,button,True,1.0,left_of,left_of,True,1.0,True,correct
764,ko,[KO] 첫 번째 이메일 왼쪽에 분홍색 버튼 press,click,click,True,1.0,button,button,True,1.0,left_of,left_of,True,1.0,True,correct
770,en,[EN] tap on white button to the left of the payment,tap,tap,True,1.0,button,button,True,1.0,left_of,left_of,True,1.0,True,correct
770,ko,[KO] 결제 왼쪽에 흰색 버튼 탭,tap,tap,True,1.0,button,button,True,1.0,left_of,left_of,True,1.0,True,correct
771,en,[EN] open the 2nd button above the profile,open,open,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
771,ko,[KO] 프로필 위에 2번째 버튼 열기,open,open,True,1.0,button,button,True,1.0,above,above,True,1.0,True,correct
780,en,[EN] paste the 3rd gray text,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
780,ko,[KO] 3번째 회색 텍스트 붙여넣기,paste,paste,True,1.0,text,text,True,1.0,none,none,True,1.0,True,correct
784,en,[EN] long-press the 2nd yellow icon to the left of the address,long-press,long-press,True,1.0,icon,icon,True,1.0,left_of,left_of,True,1.0,True,correct
784,ko,[KO] 주소 왼쪽에 2번째 노란색 아이콘 long-press,long-press,long-press,True,1.0,icon,icon,True,1.0,left_of,left_of,True,1.0,True,correct
789,en,[EN] place the third gray text field on the left of the settings,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
789,ko,[KO] settings 좌측에 gray text,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
822,en,[EN] select checkbox,click,click,True,1.0,checkbox,checkbox,True,1.0,none,none,True,1.0,True,correct
822,ko,[KO] 체크박스 선택,click,click,True,1.0,checkbox,checkbox,True,1.0,none,none,True,1.0,True,correct
829,en,[EN] select the 1st link to the right of the first email,click,click,True,1.0,link,link,True,1.0,right_of,right_of,True,1.0,True,correct
829,ko,[KO] 첫 번째 이메일 오른쪽에 1번째 링크 선택,click,click,True,1.0,link,link,True,1.0,right_of,right_of,True,1.0,True,correct
834,en,[EN] tap tab above the settings,tap,tap,True,1.0,tab,tab,True,1.0,above,above,True,1.0,True,correct
834,ko,[KO] 설정 위에 탭 탭,tap,tap,True,1.0,tab,tab,True,1.0,above,above,True,1.0,True,correct
836,en,[EN] scroll down to menu,scroll,scroll,True,1.0,menu,menu,True,1.0,none,none,True,1.0,True,correct
836,ko,[KO] 아래로 스크롤하여 메뉴 이동,scroll,scroll,True,1.0,menu,menu,True,1.0,none,none,True,1.0,True,correct
837,en,[EN] long-press the 2nd button below the first email,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
837,ko,[KO] 첫 번째 이메일 아래에 2번째 버튼 long-press,long-press,long-press,True,1.0,button,button,True,1.0,below,below,True,1.0,True,correct
838,en,[EN] press and hold the last gray icon to the left of the home,long-press,long-press,True,1.0,icon,icon,True,1.0,left_of,left_of,True,1.0,True,correct
838,ko,[KO] 홈 왼쪽에 마지막 회색 아이콘 길게 누르기,long-press,long-press,True,1.0,icon,icon,True,1.0,left_of,left_of,True,1.0,True,correct
841,en,[EN] scroll to the last pink menu above the menu,scroll,scroll,True,1.0,menu,menu,True,1.0,above,above,True,1.0,True,correct
841,ko,[KO] 메뉴 위에 스크롤하여 마지막 분홍색 메뉴 이동,scroll,scroll,True,1.0,menu,menu,True,1.0,above,above,True,1.0,True,correct
846,en,[EN] launch orange link,open,open,True,1.0,link,link,True,1.0,none,none,True,1.0,True,correct
846,ko,[KO] 주황색 링크 실행,open,open,True,1.0,link,link,True,1.0,none,none,True,1.0,True,correct
847,en,[EN] paste second text to the left of the login,paste,paste,True,1.0,text,text,True,1.0,left_of,left_of,True,1.0,True,correct
